Marca_Temporal,ID_Unico,Texto,Texto_Procesado,Longitud_Tokens,Emocion
5/20/2024 1:29:54,7PFSQZGK,"Cuando siento que las cosas se están volviendo demasiado para mí, al estar en situaciones incómodas y al hablar con o de personas con las que me causan conflicto emocional","Cuando siento que las cosas se están volviendo demasiado para mí, al estar en situaciones incómodas y al hablar con o de personas con las que me causan conflicto emocional",39,Tristeza
5/20/2024 8:07:43,RK9BOLBA,Cuando no cumplo o se me dificulta completar alguna tarea o meta en específico. ,Cuando no cumplo o se me dificulta completar alguna tarea o meta en específico.,18,Tristeza
5/22/2024 19:49:00,AI6RPUWX,Cuando todas las cosas no salen según lo esperado,Cuando todas las cosas no salen según lo esperado,11,Tristeza
5/24/2024 11:34:36,KIBDSKF6,"En un plan fallido para ver a alguien que vive bastante lejos, viene acompañado de un sentimiento de desilusion porque toda esta situacion queda inconclusa","En un plan fallido para ver a alguien que vive bastante lejos, viene acompañado de un sentimiento de desilusion porque toda esta situacion queda inconclusa",33,Tristeza
5/24/2024 19:04:24,19QO0M44,Cuando algo sale mal ,Cuando algo sale mal,4,Tristeza
6/12/2024 18:05:58,I01P7HCR,"cuando recuerdo mi pasado, o cuando no encuentro respuestas a mis preguntas.","cuando recuerdo mi pasado, o cuando no encuentro respuestas a mis preguntas.",17,Tristeza
4/23/2024 19:48:07,PFNKXS54,"Cuando estoy todo el día en la facultad por tantas clases que debo de darl, en la noche al llegar al gym y que mi cuerpo ya pide acostarse un rato, si no duermo bien me siento muy agotado.","Cuando estoy todo el día en la facultad por tantas clases que debo de darl, en la noche al llegar al gym y que mi cuerpo ya pide acostarse un rato, si no duermo bien me siento muy agotado.",55,Estrés
4/23/2024 19:48:07,MKZUPRJI,Mm cuando hago demasiadas actividades ,Mm cuando hago demasiadas actividades,9,Estrés
4/23/2024 19:48:07,UJCL56SG,"Cuando me preguntan sobre cosas de la escuela, que pienso del futuro o simplemente por imsonio","Cuando me preguntan sobre cosas de la escuela, que pienso del futuro o simplemente por imsonio",22,Estrés
4/23/2024 19:48:07,B2KUCT4P,Cuando me saturo de tareas,Cuando me saturo de tareas,6,Estrés
4/23/2024 19:48:07,GXLRPJ5F,A veces cuando salgo de mis prácticas y hace mucho calor. ,A veces cuando salgo de mis prácticas y hace mucho calor.,13,Estrés
4/23/2024 19:48:07,U1856WJ8,"En ambas, ya llevo más de un mes sintiendome bastante agotado","En ambas, ya llevo más de un mes sintiendome bastante agotado",17,Estrés
4/23/2024 19:48:07,ADDP44O9,"Después de estar varias horas frente a la computadora, cuando estoy todo el día fuera de casa ","Después de estar varias horas frente a la computadora, cuando estoy todo el día fuera de casa",20,Estrés
4/23/2024 19:48:07,EL85BQ8X,Cuando llego a mi casa,Cuando llego a mi casa,6,Estrés
4/23/2024 19:48:07,9LGMBDLF,Al llegar a casa,Al llegar a casa,4,Estrés
4/23/2024 19:48:07,TUW6M31C,Al llegar a casa después de la universidad ,Al llegar a casa después de la universidad,8,Estrés
4/23/2024 19:48:07,XH7ERTSE,Al terminar el dia.,Al terminar el dia.,5,Estrés
4/23/2024 19:48:07,HNAK6DR5,Casi es esta última semana por temas de trabajos finales ,Casi es esta última semana por temas de trabajos finales,11,Estrés
4/23/2024 19:48:07,IAADDB7O,"Casi siempre, regularmente después de convivir con personas en general, también al momento de terminar con algunos pendientes ","Casi siempre, regularmente después de convivir con personas en general, también al momento de terminar con algunos pendientes",26,Estrés
4/23/2024 19:48:07,7FKG0LV6,"Todos los días ,después de la escuela ","Todos los días ,después de la escuela",8,Estrés
4/23/2024 19:48:07,HJB227EF,despues de la universidad ,despues de la universidad,6,Estrés
4/23/2024 19:48:07,GBDDJNH0,Al final de cada día de clases termino muy cansada y con mucho sueño.,Al final de cada día de clases termino muy cansada y con mucho sueño.,17,Estrés
4/23/2024 19:48:07,9ZRTSOTK,Siempre que viajo todos los días.,Siempre que viajo todos los días.,9,Estrés
4/23/2024 19:48:07,0FQMQ0V1,"Despues de dias donde el trabajo fue pesado y tengo que hacer tarea, con pocos momentos para descansar","Despues de dias donde el trabajo fue pesado y tengo que hacer tarea, con pocos momentos para descansar",25,Estrés
4/23/2024 19:48:07,60S1CVNZ,Al terminar el dia con la universidad ,Al terminar el dia con la universidad,7,Estrés
4/23/2024 19:48:07,GKU8ECFL,Cuando me saturo de tareas y no tengo dinero ,Cuando me saturo de tareas y no tengo dinero,11,Estrés
4/23/2024 19:48:07,WED8UH5D,Después de la escuela ,Después de la escuela,4,Estrés
4/23/2024 19:48:07,FM5YVNM2,El exceso de tareas y proyectos me agota demasiado ,El exceso de tareas y proyectos me agota demasiado,11,Estrés
4/23/2024 19:48:07,TOKIQV38,"Cuando estoy en exámenes, evaluaciones, o cuando se me juntan las tareas de la escuela junto con problemas y discusiones que pueden haber en casa. ","Cuando estoy en exámenes, evaluaciones, o cuando se me juntan las tareas de la escuela junto con problemas y discusiones que pueden haber en casa.",35,Estrés
4/23/2024 19:48:16,QHVZR83J,"La mayoria de los dias.
Si las dos semanas son 14 días, me he sentido cansada 10 dias.","La mayoria de los dias. Si las dos semanas son 14 días, me he sentido cansada 10 dias.",23,Estrés
4/23/2024 19:52:34,QXIEYINQ,Por lo general después de un día de escuela.,Por lo general después de un día de escuela.,10,Estrés
4/23/2024 20:03:37,KLWAYA6Z,Cuando llego de la escuela a mi casa y en el camino a casa,Cuando llego de la escuela a mi casa y en el camino a casa,15,Estrés
4/23/2024 20:13:28,U57VENCU,Cuando hago trabajos o proyectos de la universidad ,Cuando hago trabajos o proyectos de la universidad,9,Estrés
4/23/2024 20:13:37,A2IERC7W,No me he sentido cansado ,No me he sentido cansado,6,Estrés
4/23/2024 20:18:00,9N5PTUUF,"Cuando tengo muchas tareas, trabajos que hacer, y pararse temprano ","Cuando tengo muchas tareas, trabajos que hacer, y pararse temprano",15,Estrés
4/23/2024 20:28:40,SXA26XSC,Al llegar a casa después de un día estresante en clases ,Al llegar a casa después de un día estresante en clases,13,Estrés
4/23/2024 20:30:08,XEDRH93Z,"Algunos días experimento una carga considerable de materias y tareas, especialmente cuando tengo múltiples responsabilidades académicas y personales. Además, después de ir al gimnasio, suelo sentirme cansado.","Algunos días experimento una carga considerable de materias y tareas, especialmente cuando tengo múltiples responsabilidades académicas y personales. Además, después de ir al gimnasio, suelo sentirme cansado.",43,Estrés
4/23/2024 20:43:09,S8Y84CH8,Después de llegar de la universidad y mientras hago tareas en la madrugada. ,Después de llegar de la universidad y mientras hago tareas en la madrugada.,17,Estrés
4/23/2024 20:44:26,HG74CPSK,Cuando no paran de dejarme actividades ,Cuando no paran de dejarme actividades,8,Estrés
4/23/2024 21:02:39,L2RH302J,"Ultimamente si es verdad que hay momentos cuando que me gusta tomar siestas, pero no es como todo el dia me sienta extremadamente cansado.","Ultimamente si es verdad que hay momentos cuando que me gusta tomar siestas, pero no es como todo el dia me sienta extremadamente cansado.",32,Estrés
4/23/2024 21:05:33,FN2PCHS1,Al hacer algunas tareas largas,Al hacer algunas tareas largas,6,Estrés
4/23/2024 21:10:29,GUS8V807,Después de un dia de escuela y tareas.,Después de un dia de escuela y tareas.,9,Estrés
4/23/2024 21:26:04,3GGBO8RK,Después de que me desvelé hay momentos que al día siguiente me siento cansado sobretodo cuando me siento aburrido.,Después de que me desvelé hay momentos que al día siguiente me siento cansado sobretodo cuando me siento aburrido.,28,Estrés
4/23/2024 21:27:00,3DA9WB82,En la universidad con muchas tareas,En la universidad con muchas tareas,6,Estrés
4/23/2024 21:37:25,4SUVP1WR,"creo que siempre, a pesar de que no siempre tengo razón para estarlo","creo que siempre, a pesar de que no siempre tengo razón para estarlo",17,Estrés
4/23/2024 22:47:07,JOAT36RK,Cuando me despierto,Cuando me despierto,5,Estrés
4/23/2024 22:57:11,53EHQAPE,Al desvelarme tratando de finalizar toso los proyectos de mi carga académica ,Al desvelarme tratando de finalizar toso los proyectos de mi carga académica,18,Estrés
4/23/2024 23:46:42,PVDRLPQL,En los días que me la paso todo el día en la Universidad y tengo que hacer los viajes largos de ida/regreso a casa.,En los días que me la paso todo el día en la Universidad y tengo que hacer los viajes largos de ida/regreso a casa.,29,Estrés
4/23/2024 23:57:44,K8SLYVAW,"Me he sentido cansado por lidiar con situaciones de ámbito familiar y ámbito académico. Debido a cambios repentinos de planes familiares me he llegado a sentir cansado porque involucra reorganización de muchas cosas. También cuando llego a casa de la universidad de un día que se me hizo complicado o pesado, ya sea por no entender un tema de alguna clase o por lidiar con situaciones emocionalmente pesadas.","Me he sentido cansado por lidiar con situaciones de ámbito familiar y ámbito académico. Debido a cambios repentinos de planes familiares me he llegado a sentir cansado porque involucra reorganización de muchas cosas. También cuando llego a casa de la universidad de un día que se me hizo complicado o pesado, ya sea por no entender un tema de alguna clase o por lidiar con situaciones emocionalmente pesadas.",91,Estrés
4/24/2024 0:02:54,TUNKCUEZ,Cuando tengo demasiada carga de trabajos escolares o la noche anterior tuve insomnio ,Cuando tengo demasiada carga de trabajos escolares o la noche anterior tuve insomnio,20,Estrés
4/24/2024 1:16:24,5I7IDE86,"¿Cansado en qué termino?, ¿Cansado de la vida? ¿Físicamente o emocionalmente? Si es así, últimamente solo físicamente, trato de hacer actividades para cansarme y así poder dormir temprano y no estar toda la noche pensando. ","¿Cansado en qué termino?, ¿Cansado de la vida? ¿Físicamente o emocionalmente? Si es así, últimamente solo físicamente, trato de hacer actividades para cansarme y así poder dormir temprano y no estar toda la noche pensando.",60,Estrés
4/24/2024 10:55:51,WG8ABYZS,Siempre estoy cansado ,Siempre estoy cansado,6,Estrés
4/24/2024 11:16:48,QCURT76I,casi siempre todos los días ,casi siempre todos los días,5,Estrés
4/24/2024 11:24:06,8OVFX977,Cuando me despierto a las 4 de la mañana ,Cuando me despierto a las 4 de la mañana,11,Estrés
4/24/2024 11:27:42,PPZXS8CP,Regresando de la uni y al despertar ,Regresando de la uni y al despertar,11,Estrés
4/24/2024 11:28:12,T38J7JB4,TODA LA SEMANAS,TODA LA SEMANAS,7,Estrés
4/24/2024 11:29:56,TE4FJ4MH,"Después de estar realizando una tarea por mucho tiempo, despues de la universidad ","Después de estar realizando una tarea por mucho tiempo, despues de la universidad",16,Estrés
4/24/2024 11:30:15,ZELPD30F,"Cansado no, pero si estresado y con un poco de ansiedad ","Cansado no, pero si estresado y con un poco de ansiedad",17,Estrés
4/24/2024 11:31:24,PUV5RTZG,Al medio día cuánto estoy en la universidad de 7 a 7 y cuando llevo un rato haciendo tareas o trabajos de la uni ,Al medio día cuánto estoy en la universidad de 7 a 7 y cuando llevo un rato haciendo tareas o trabajos de la uni,29,Estrés
4/24/2024 11:32:16,33JDURG7,"Al término del día, aunque creo que eso es normal, me dan muchas ganas de solo quedarme dormida por horas, y también después después de entrenar en día de acondicionamiento","Al término del día, aunque creo que eso es normal, me dan muchas ganas de solo quedarme dormida por horas, y también después después de entrenar en día de acondicionamiento",41,Estrés
4/24/2024 11:32:59,EAM2O87V,La mayoría de los días.,La mayoría de los días.,6,Estrés
4/24/2024 11:33:22,H22AN93K,En el trascurso del transporte,En el trascurso del transporte,6,Estrés
4/24/2024 11:35:28,IRB84959,"Al despertar e ir a clases, regresando de la universidad ","Al despertar e ir a clases, regresando de la universidad",14,Estrés
4/24/2024 11:39:35,XOF6KQ1G,Después de trabajar ,Después de trabajar,3,Estrés
4/24/2024 11:40:06,1GC9M0FT,Todos los días ,Todos los días,3,Estrés
4/24/2024 11:41:02,DZ9DN7BK,Ultimamente estos últimos dias ,Ultimamente estos últimos dias,5,Estrés
4/24/2024 11:41:30,ZF56737V,"Haciendo esfuerzo físico, y abrumado con mis responsabilidades académicas","Haciendo esfuerzo físico, y abrumado con mis responsabilidades académicas",17,Estrés
4/24/2024 11:53:22,HGX6HZA2,Los ultimos 3 dias,Los ultimos 3 dias,5,Estrés
4/24/2024 11:57:08,S2ATVULP,en los findes de semana,en los findes de semana,5,Estrés
4/24/2024 11:58:50,GFSFOGBV,"Cuando tengo una carga de trabajo y tarea. Mi horario de clases es temprano, asi que duermo poco","Cuando tengo una carga de trabajo y tarea. Mi horario de clases es temprano, asi que duermo poco",24,Estrés
4/24/2024 12:03:52,DPW9GBQ3,"Realmente desde que volví de vacaciones, la vida no ha sido igual desde mi último viaje, no siento las mismas ganas de salir adelante y me siento cansado todo el tiempo.","Realmente desde que volví de vacaciones, la vida no ha sido igual desde mi último viaje, no siento las mismas ganas de salir adelante y me siento cansado todo el tiempo.",41,Estrés
4/24/2024 12:10:15,2YB4F1WO,"Cuando me levanto temprano, cuando voy a otro lado además de a la universidad ","Cuando me levanto temprano, cuando voy a otro lado además de a la universidad",18,Estrés
4/24/2024 12:11:29,LOKQGFF4,"Actualmente me siento cansado todo los días ya que estoy realizando varios proyectos y tareas que exigen avances o entregas pronto a vencer, lo cual mas tiempo, dejándome sin tiempo para poder realizar actividades que me gustan.","Actualmente me siento cansado todo los días ya que estoy realizando varios proyectos y tareas que exigen avances o entregas pronto a vencer, lo cual mas tiempo, dejándome sin tiempo para poder realizar actividades que me gustan.",50,Estrés
4/24/2024 12:19:11,LI6RUZZW,"Cuando paso mucho tiempo con mis amigos, en general con muchas personas al mismo tiempo ","Cuando paso mucho tiempo con mis amigos, en general con muchas personas al mismo tiempo",16,Estrés
4/24/2024 12:20:06,VHUGEE7Y,"Al final del día, es más cansancio emociona  ","Al final del día, es más cansancio emociona",13,Estrés
4/24/2024 12:24:41,U5RVW5N7,Al tener muchos trabajos por hacer,Al tener muchos trabajos por hacer,6,Estrés
4/24/2024 12:25:11,NG3F2CJ4,"Cuando viajo a la escuela, ya que vivo lejos y normalmente tardo 1 hora o más, también llegó a hacer tarea y tengo que desvelarme ","Cuando viajo a la escuela, ya que vivo lejos y normalmente tardo 1 hora o más, también llegó a hacer tarea y tengo que desvelarme",32,Estrés
4/24/2024 12:26:00,ETSMGZBD,Cuando tengo mucha tarea,Cuando tengo mucha tarea,5,Estrés
4/24/2024 12:33:39,AY3IGV3Q,"Todos los días, incluyendo fines de semana, aunque intento dormir mis ocho horas, estar con el gym, la uni, las tareas, a veces las salidas con amigos y llegar a mi casa algunas veces a cocinar, me hacen sentir cansado todo el tiempo.
Intento rendir durante la semana, hay algunas clases en las que me gana el quedarme dormido de a ratos, y son los días Sábado y Domingo, donde siento las consecuencias pues, aunque pueda dormir a veces hasta 10 horas, no me siento con ganas para hacer nada.","Todos los días, incluyendo fines de semana, aunque intento dormir mis ocho horas, estar con el gym, la uni, las tareas, a veces las salidas con amigos y llegar a mi casa algunas veces a cocinar, me hacen sentir cansado todo el tiempo. Intento rendir durante la semana, hay algunas clases en las que me gana el quedarme dormido de a ratos, y son los días Sábado y Domingo, donde siento las consecuencias pues, aunque pueda dormir a veces hasta 10 horas, no me siento con ganas para hacer nada.",120,Estrés
4/24/2024 12:38:17,EUW2F405,"Justamente ahora porque estamos en semana de evaluaciones. Es cuando se acumula todo (trabajos, tareas, proyectos) ","Justamente ahora porque estamos en semana de evaluaciones. Es cuando se acumula todo (trabajos, tareas, proyectos)",26,Estrés
4/24/2024 12:53:16,ZLQAYMFG,Después de un día estresante o después de tener un conflicto en mi relación y a veces sin que pase nada en general.,Después de un día estresante o después de tener un conflicto en mi relación y a veces sin que pase nada en general.,26,Estrés
4/24/2024 12:56:33,LQY5OSVH,Mayor parte del tiempo por las labores académicas,Mayor parte del tiempo por las labores académicas,12,Estrés
4/24/2024 13:03:03,Y5I54ZU1,Al llegar a mi casa ,Al llegar a mi casa,5,Estrés
4/24/2024 13:30:30,1Y7ATVYP,Después de clases,Después de clases,3,Estrés
