Texto_Procesado,Emocion
"Cuando las personas cercanas a mí no muestran sinceridad, recuerdo preguntar una cosa escuchar una respuesta en un futuro volver a preguntar y escuchar otra respuesta diferente eso me molesta y me estreso por los innumerables pensamientos que me abruman de no lograr las cosas, de no poder llevar una relación.",0
Cuando me descepciono a mi mismo,5
Estudiantil,0
Hacer ejercicio,3
"Pensar bien y tranquilamente, ver que consecuencias me va a traer y a quien voy a afectar",3
Cuando me siento mal emocionalmente o me estreso por la universidad,5
Todo el tiempo,0
Trato de hacer lo posible y reflexiono con distintas formas para solucionar la situación difícil.,3
"Una pelea con un amigo o familiar, frustración por no resolver problemas laborales o estudiantiles",0
comparar las distintas opciones que tengo y trato de buscar cual es la mejor que se adapte a mi ya sea en gustos o necesidades,3
Cuando no logro hacer una tarea.,4
Cuando pasó mucho tiempo en la escuela,0
"1.Cuando tengo tiempo para escuchar o ver videos de mi banda favorita. 2.Cuando estoy con toda mi familia comiendo, viendo peliculas o platicando acerca de algun tema por el cual todos estamos interesados.",1
Al principio me sentiría frustrada pero pensaría que hacer rápido y hacerlo con calma,2
Logros profesionales: Me contrataron donde estaba haciendo prácticas,1
"Cuando paso tiempo con mi novio, cuando leo y cuando escucho música",1
"Cuando las cosas no salen como quiero, no tener el control de mi contexto me enojar demasiado.",0
por el momento ninguna,1
Cuando estoy convencido de que algo va a pasar de cierta manera pero termina ocurriendo de una forma bastante distinta de la que pensaba.,0
Cuando recuerdo a mi perro que falleció,5
"La sensación de poder vivir la vida en gozo y sin preocupaciones, vivir cada día como si fuese el último de todos, dejar las preocupaciones y miedos atrás",1
1.Establecer el objetivo principal 2.Analizar los posibles resultados 3. Establecer un plan 4. Ejecutarlo 5. Volver a gestionar si algo sale mal,3
Sonríe la vida es bella,1
"Cuando no me salen las cosas como esperaba después de trabajar duro, o cuando se acumulan pendientes tanto personales como escolares",0
La felicidad no es un estado sino las decisiones que tomamos,1
Estar cómodo con lo que se ha logrado con tanto trabajo,1
En frustraciones o cuando algo no cumple mis expectativas o metas,5
cuando me dejaron hacer muchos proyectos finales en la escuela con temas que no conozco,5
Cuando estoy acompañada de amigos que confío mucho y que me hagan sentir segura.,1
Cuando espero algún resultado o respuesta importante que puede que afecte mis posibles problemas,4
al principio me molesto pero siempre logro solo sentirlo y dejarlo ir,2
"Dolor de cabeza, tensión muscular",4
"Pensar en varias alternativas para solucionar dicha situación, así como también buscar a personas de confianza que me ayuden en el proceso.",3
Busco ayuda de terapeutas y amigos,3
Haciendo deporte,1
no creo que exista una felicidad total simplemente son momentos que ocurren en momentos por lo que la felicidad seria disfrutar cada momento sean buenos o malos (ver el lado bueno de las cosas),1
"Pensar en las consecuencias de dicha acción, si las consecuencias nos benefician se elige",3
"Analizar, pensar la mejor opción y esperar lo peor",3
"Falta de apetito, incapacidad de llorar, respiración fuerte, temblores",4
"La felicidad para mi no solo lo causa una cosa, sino es conjunto de situaciones que hacen que tengas felicidad, por ejemplo una de ellas podria ser, para mi, alcansar un objetivo que tengo en la vida y concluirlo con exito, otra seria estar con mis seres queridos conviviendo, otro seria tener estabilidad economica, tambien tener salud y hay muchas mas, osea que la felicidad es un conjunto de cosas de las cuales nos agradan dependiendo de la perspectiva de cada persona y puede variar dependiendo de personalidad de cada quien.",1
Respiración rápida y ritmo acelerado,4
Cuando hay muchos pendientes y siento que no me va a dar tiempo o cuando no entiendo algo que no es tan complicado,5
Cuando hay exámenes porque no duermo tan bien,0
Si es algo que solo me afecta a mi y sé que su solución la puedo posponer prefiero no pensar mucho en ello aunque si se me ocurre alguna solución trato de ejecutarla lo más pronto posible.,3
Entender los pros y contras de cada decisión,3
Realizar un analisis general de la situacion con las opciones. despues enlistar las ventajas y desventajas de cada posible eleccion y elegir la que se alinea mas con lo que deseo o encaja mas conmigo,3
"Cuando paso tiempo con mis amigas cercanas viendo peliculas, platicando o saliendo a conocer nuevos lugares, cuando estoy con mis perros, pasando tiempo con mi familia, cuando nado y cuando tengo logros académicos.",1
cuando siento frustración por un programa que no compila,5
"Salir con mi novia, estar con mis mascotas",1
Cuando regreso de la universidad al caminar el trayecto de la parada a mi casa,0
"Me tomo mi tiempo, proceso mi razonamiento, es en el momento que mas hablo conmigo mismo, busco como afrontar la situación de la mejor manera.",3
"No hay mucha últimamente, pero me sentí bien pasando los primeros filtros en un programa de becas por parte de VW",1
"Cuando hago exámenes, al no entenderle a temas, en no aprovechar bien mi tiempo",4
veo las todas las posibles situaciones que conllevarían las decisiones que elija,3
"Cuando no puedo resolver algo, cuando la gente es grosera conmigo. Cuando tengo poco tiempo para realizar una actividad. Cuando tengo algo importante que realizar y no sé si lo estoy haciendo bien.",0
"Ver todas mis opciones, pensar en los pro y contra que cada una me traerá y pensar en la opción con la que más cómoda me voy a sentir y después la tomo",3
"Cuando siento que hay algo que me está limitando, cuando no estoy entendiendo algún tema importante, etc",5
"La felicidad puede estar en muchas cosas (personas, actividades físicas, musica, eventos sociales, etc.) Pero al final la felicidad está en uno mismo, en cómo elegimos ver la vida y cómo nos vemos a nosotros mismos. Podrá haber personas increíbles a nuestro alrededor, podremos ser buenos deportistas, podremos escuchar toda la música que queramos, podremos ir a fiestas y aún así no ser felices. Por eso debemos ver la vida desde una perspectiva diferente, aprender a querernos a nosotros mismos y así empezaremos a encontrar la felicidad.",1
"Tras volver a mi casa por las noches luego de la escuela, servicio y mis actividades extras.",0
"El significado de la felicidad es relativo y depende de la persona y la filosofía de vida que tenga. En mi caso, considero que es el Equilibrio. Debes equilibrar lo mejor posible todas las áreas de tu vida para sentirte bien contigo mismo. Por otro lado, considero que la salud mental es lo más importante, por lo que si mejoras este aspecto, la sensación de felicidad aumentará bastante.",1
1. Fijar el resultado que deseo. 2. Pensar que hacer a continuación. 3. Pedir la opinión de alguien más. 4. Analizar las ventajas y desventajas de todas las posibilidades. 5. Dejar de pensar en ello. 6. Retomar la situación y elegir lo más conveniente.,3
"Cuando estoy con amigos, estudiando y entrenando taekwondo",1
"Al principio me pongo nerviosa y ansiosa, pero busco siempre de encontrar una solución",2
Pienso que pasara si tomo esa decisión y que no si me da beneficios,3
"Cuando suelo estar sola en casa pensando en cosas de la vida, me deprimo.",5
"cuando me frustro, cuando sobre pienso las cituaciones que me rodean.",5
al ver problemas de comunicación,4
"Al tener problemas con mis hermanos, y en tener algunos problemas económicos y no saber resolverlos",5
Investigar cual de las dos opciones me parecen favorables y comparar consecuencias,3
Todo el tiempo que estoy en clases,4
Cuando las cosas no salen como me imagino o no logro hacer lo que quería,0
"Orar y confiar en Dios, y evalúo la situación",3
TARDE NOCHE,4
"Intento remediarlo, pero es momentáneo.",2
"En el momento que cuando haces algo lo hagas con tranquilidad y con eficiencia, sin notar cansancio y no querer irte del lugar",1
Pensar con la cabeza fría,3
"En la tarde, cuando estoy en mi casa y siento que tengo demasiadas cosas que hacer",4
En la tarde noche,4
Cuando tengo que hacer cosas y no logro a completarlas en su momento,4
"Al estar con mi familia, mi pareja o mis mascotas. Igualmente cuando salgo bien con cosas de la escuela",1
Dolor de cabeza,4
Cuando las cosas no salen como quiero o no me siento incapaz de hacerlas,0
Serian aquellos momentos en los cuales se suele disfrutar de mejor manera el tiempo,1
Familiares Internados,5
Estar con personas que te den buena vibra,1
"No soy una persona que lloré, creo que nunca lo he hecho, sin embargo la muerte de familia no tan lejana ciertamente han sido momentos donde he sentido genuinamente ganas de llorar, aunque finalmente no termina suciediendo.",5
En fines de semana.,0
Me pongo nervioso pero trato de solucionarlo de cualquier manera,2
1. Analizar la situación 2. Ver las opciones 3. Evaluar cada opción 4. Desarrollar las consecuencias de cada situación. 5. Elegir la mejor de acuerdo al contexto y las prioridades que involucren al mismo,3
Cuando mis compañeros de equipo no hacen nada para los trabajos y cuando programo y llevo ya varias horas tratando de resolver los errores,0
"intento mantener la calma, aunque por dentro este sufriendo en silencio muchas veces me quedo callado y no lo comparto con nadie.",3
Últimamente me he sentido alegre cuando pasó tiempo de calidad con mi familia o amigos. También al finalizar o alcanzar logros académicos.,1
"PERDIDA DE APETITO, PROBLEMAS GASTROINTESTINALES, PERDIDA DE PESO",4
Cuando pienso en todas las tareas que tengo por hacer,4
"Trato de analizar la situación desde diferentes perspectivas, tener un buen plan de cómo atacar la situación, dividir las partes que son más conflictivas en porciones pequeñas e ir ajustando sobre la marcha lo que no vaya saliendo como se espera.",3
cuando me siento mal emocionalmente,5
Pensar a lo que ma a llevar la elección y las consecuencias,3
"Pondría llorar, pero realmente no, intento descargarlo de alguna forma, generar un momento de catarsis, ya sea escribiendolo en mi diario, escribiendo alguna canción, llorando o solo intentar minimizarlo para no sentirme culpable por sentirlo y hacerme sentir mejor creyendo que otros la pasan peor y no debería yo ponerme así...",3
Mucho nerviosismo en todo el cuerpo,4
"Me estreso de momento, pero ya después me tranquilizo porque si ya pasó, entonces no hay nada que hacer, ni puedo cambiar el pasado, entonces pienso que hacer",2
"Haz lo que sea, cuando sientas que las horas se pasan como minutos. Es ahí donde realmente la pasas bien.",1
Cuando algo sale bien,1
"Recopilo información, analizo consecuencias y comparar sus posibles resultados",3
"Me dan ganas de llorar pero no lloro, es como si sintiera un nudo en la garganta, me siento ansiosa todo el día y no puedo dormir bien",4
Cuando hago actividades que me gustan como bailar,1
Pensar en la que mejores beneficios y rendimientos brinde con el menor de los inconvenientes,3
"Al estar con mis amigos, al final de mi jornada laboral, mientras leo",1
Después de regresar de la escuela,0
Me da hambre y siento inquietud en todo el cuerpo,4
Analizar que me puede ayudar a crecer intelectualmente y como persona.,3
Rápidamente empiezo a buscar posibles soluciones,2
"Pensar en las ventajas y desventajas que conlleva. Imaginar un escenario con el peor de los casos donde tome la desición, evaluarlo y tomar la decisión",3
Ansiedad,4
"Regularmente me pongo nervioso, ansioso y trato de respirar y buscar soluciones.",2
Con preocupación,2
"Respiro, pienso en soluciones y en las posibilidades consecuencias de casa posible solución.Ejecuto la que creo que es la mejor.",3
"Ver si me afecta positivamente o negativamente, de ahí el nivel de afectación y por último si me sentiré bien o mal",3
Después de llegar de la escuela,0
felicidad son momentos de la vida que a no se repetiran pero cada uno de ellos siempre estaran contigo hasta el final,1
